bairro,latitude,longitude,ano,mes,umidade
BEBERIBE,9114684.0,290898.0,2013,mai,85.7716401793605
BOA VIAGEM,9101556.0,290274.0,2013,mai,90.6901040656754
BOA VISTA,9108394.0,292017.0,2013,mai,88.05700609112571
BOMBA DO HEMETERIO,9112839.1,290413.0,2013,mai,85.8926613680869
BONGI,9107910.4,288238.4,2013,mai,87.51945527532108
BRASILIA TEIMOSA,9106073.0,292947.0,2013,mai,82.97474170041556
BREJO DA GUABIRABA,9116097.0,287054.0,2013,mai,82.19770542532645
BREJO DE BEBERIBE,9115386.1,287902.9,2013,mai,74.60280341510799
CABANGA,9106392.0,290894.3,2013,mai,85.99023335992355
CACOTE,9104023.9,287032.9,2013,mai,83.54510343566227
CAJUEIRO,9113888.0,292172.0,2013,mai,79.41735646364808
CAMPINA DO BARRETO,9113399.0,292574.0,2013,mai,82.71713137446193
CAMPO GRANDE,9111728.0,292874.0,2013,mai,78.4381316955705
CASA AMARELA,9112482.0,288643.0,2013,mai,86.67888895770359
CASA FORTE,9111470.0,288586.0,2013,mai,84.81553238403443
CAXANGA,9111832.0,285184.0,2013,mai,78.57696453130961
CIDADE UNIVERSITARIA,9109172.0,284920.0,2013,mai,82.68981293743448
COELHOS,9107816.0,291882.0,2013,mai,86.5957392572131
COHAB,9101433.0,284767.0,2013,mai,85.5040589826131
COQUEIRAL,9105465.0,283108.0,2013,mai,84.35874913216408
CORDEIRO,9109547.0,287467.0,2013,mai,79.43804052838775
